식별자,스타일,서브스타일,상의_색상,상의_카테고리,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_핏
1097310,로맨틱,,화이트,블라우스,긴팔,시폰,무지,라운드넥,노멀,니렝스,실버,스커트,"우븐, 레이스",노멀
1097320,로맨틱,,화이트,블라우스,긴팔,시폰,무지,라운드넥,노멀,니렝스,실버,스커트,"우븐, 레이스",노멀
1097330,로맨틱,,화이트,블라우스,긴팔,시폰,무지,라운드넥,노멀,니렝스,실버,스커트,"우븐, 레이스",노멀
1097375,로맨틱,섹시,베이지,티셔츠,긴팔,시폰,플로럴,라운드넥,타이트,니렝스,블랙,스커트,우븐,노멀
1097380,로맨틱,섹시,베이지,티셔츠,긴팔,시폰,플로럴,라운드넥,타이트,니렝스,블랙,스커트,우븐,노멀
1097410,로맨틱,섹시,베이지,티셔츠,긴팔,시폰,플로럴,라운드넥,타이트,니렝스,블랙,스커트,우븐,노멀
1097421,로맨틱,섹시,베이지,티셔츠,긴팔,시폰,플로럴,라운드넥,타이트,니렝스,블랙,스커트,우븐,노멀
1097777,로맨틱,레트로,블랙,티셔츠,반팔,우븐,무지,라운드넥,타이트,발목,화이트,스커트,시폰,와이드
1098175,로맨틱,스트리트,오렌지,블라우스,7부소매,우븐,무지,라운드넥,루즈,발목,블루,청바지,데님,스키니
1098202,로맨틱,스트리트,오렌지,블라우스,7부소매,우븐,무지,라운드넥,루즈,발목,블루,청바지,데님,스키니
1098984,로맨틱,모던,베이지,블라우스,긴팔,레이스,무지,터틀넥,노멀,발목,블랙,스커트,우븐,와이드
1098990,로맨틱,모던,베이지,블라우스,긴팔,레이스,무지,터틀넥,노멀,발목,블랙,스커트,우븐,와이드
1099000,로맨틱,모던,베이지,블라우스,긴팔,레이스,무지,,노멀,발목,블랙,스커트,우븐,와이드
1099010,로맨틱,모던,베이지,블라우스,긴팔,레이스,무지,터틀넥,노멀,발목,블랙,스커트,우븐,와이드
1099020,로맨틱,모던,베이지,블라우스,긴팔,레이스,무지,터틀넥,노멀,발목,블랙,스커트,우븐,와이드
1099030,로맨틱,모던,베이지,블라우스,긴팔,레이스,무지,,노멀,발목,블랙,스커트,우븐,와이드
109907,로맨틱,,핑크,블라우스,긴팔,시폰,무지,라운드넥,노멀,니렝스,화이트,스커트,우븐,노멀
1099512,로맨틱,페미닌,베이지,블라우스,긴팔,시폰,플로럴,라운드넥,노멀,발목,,청바지,데님,스키니
1099520,로맨틱,페미닌,베이지,블라우스,긴팔,시폰,플로럴,라운드넥,노멀,발목,스카이블루,청바지,데님,스키니
1099753,로맨틱,,화이트,티셔츠,긴팔,우븐,무지,라운드넥,노멀,미디,핑크,스커트,시폰,노멀
1099861,로맨틱,,라벤더,티셔츠,반팔,우븐,레터링,라운드넥,노멀,미디,블랙,스커트,시폰,노멀
1100087,로맨틱,스트리트,화이트,블라우스,긴팔,시폰,플로럴,,루즈,발목,스카이블루,청바지,데님,스키니
1100090,로맨틱,스트리트,화이트,블라우스,긴팔,시폰,플로럴,,루즈,발목,블루,청바지,데님,스키니
1100100,로맨틱,스트리트,화이트,블라우스,긴팔,시폰,플로럴,,루즈,발목,블루,청바지,데님,스키니
1100120,로맨틱,스트리트,화이트,블라우스,긴팔,시폰,플로럴,,루즈,발목,블루,청바지,데님,스키니
110058,로맨틱,,화이트,블라우스,긴팔,시폰,플로럴,,노멀,니렝스,핑크,스커트,우븐,스키니
110059,로맨틱,,화이트,블라우스,긴팔,시폰,플로럴,,노멀,니렝스,핑크,스커트,우븐,스키니
1104513,로맨틱,,베이지,니트웨어,긴팔,울/캐시미어,무지,라운드넥,루즈,미디,브라운,스커트,플리스,노멀
110453,로맨틱,,핑크,블라우스,반팔,우븐,무지,라운드넥,루즈,미니,화이트,스커트,우븐,스키니
1104532,로맨틱,,베이지,니트웨어,긴팔,울/캐시미어,무지,라운드넥,루즈,미디,브라운,스커트,플리스,노멀
110454,로맨틱,,핑크,블라우스,반팔,우븐,무지,,루즈,미니,화이트,스커트,우븐,스키니
1104542,로맨틱,,베이지,니트웨어,긴팔,울/캐시미어,무지,라운드넥,루즈,미디,브라운,스커트,플리스,노멀
110455,로맨틱,페미닌,핑크,블라우스,반팔,,무지,라운드넥,노멀,미니,화이트,스커트,우븐,스키니
1104552,로맨틱,,베이지,니트웨어,7부소매,울/캐시미어,무지,라운드넥,루즈,미디,브라운,스커트,플리스,노멀
110456,로맨틱,스트리트,핑크,블라우스,반팔,,무지,라운드넥,루즈,,화이트,스커트,우븐,노멀
1104610,로맨틱,페미닌,화이트,,반팔,,,,,미디,베이지,스커트,울/캐시미어,벨보텀
110463,로맨틱,,라벤더,블라우스,반팔,시폰,플로럴,라운드넥,루즈,,화이트,,,
1104630,로맨틱,페미닌,화이트,티셔츠,반팔,저지,무지,라운드넥,노멀,미디,베이지,스커트,우븐,벨보텀
110464,로맨틱,,라벤더,블라우스,반팔,시폰,플로럴,라운드넥,루즈,,화이트,,,
1104640,로맨틱,페미닌,화이트,티셔츠,반팔,저지,무지,라운드넥,노멀,미디,베이지,스커트,우븐,벨보텀
110465,로맨틱,,라벤더,블라우스,반팔,시폰,플로럴,라운드넥,루즈,,화이트,,,
1104651,로맨틱,페미닌,화이트,티셔츠,반팔,저지,무지,라운드넥,노멀,미디,베이지,스커트,우븐,벨보텀
110466,로맨틱,,라벤더,블라우스,반팔,시폰,플로럴,,루즈,,화이트,,,
1105,로맨틱,페미닌,,셔츠,,린넨,무지,,노멀,미디,,스커트,우븐,노멀
1106,로맨틱,페미닌,,셔츠,,린넨,무지,,노멀,미디,,스커트,우븐,노멀
1107,로맨틱,페미닌,,셔츠,,린넨,무지,,노멀,미디,,스커트,우븐,노멀
110702,로맨틱,,화이트,블라우스,반팔,시폰,무지,라운드넥,노멀,,핑크,,,
1107039,로맨틱,,,니트웨어,,니트,무지,,노멀,미니,블루,스커트,우븐,노멀
110738,로맨틱,,핑크,블라우스,반팔,시폰,플로럴,라운드넥,노멀,,핑크,,,
1108,로맨틱,페미닌,,셔츠,,린넨,무지,,노멀,미디,,스커트,우븐,노멀
110847,로맨틱,,베이지,블라우스,반팔,우븐,무지,노카라,타이트,니렝스,화이트,스커트,우븐,스키니
1113086,로맨틱,,화이트,니트웨어,긴팔,니트,무지,터틀넥,노멀,미디,베이지,스커트,시폰,노멀
1114657,로맨틱,,라벤더,블라우스,긴팔,우븐,무지,브이넥,루즈,미디,화이트,스커트,우븐,노멀
1116734,로맨틱,페미닌,베이지,블라우스,긴팔,우븐,무지,,노멀,미디,브라운,스커트,우븐,노멀
111749,로맨틱,페미닌,와인,티셔츠,7부소매,우븐,무지,라운드넥,타이트,미니,화이트,팬츠,우븐,노멀
1120471,로맨틱,,핑크,블라우스,7부소매,우븐,무지,오프숄더,루즈,발목,스카이블루,청바지,데님,벨보텀
1120564,로맨틱,페미닌,핑크,블라우스,7부소매,린넨,무지,라운드넥,노멀,미니,화이트,스커트,레이스,노멀
1120624,로맨틱,스트리트,핑크,블라우스,반팔,"우븐, 시폰",무지,브이넥,노멀,미니,블루,청바지,데님,노멀
1120634,로맨틱,,블루,블라우스,반팔,우븐,스트라이프,브이넥,루즈,미니,화이트,팬츠,우븐,노멀
1120645,로맨틱,리조트,화이트,블라우스,민소매,우븐,무지,스퀘어넥,타이트,미니,블랙,스커트,레이스,노멀
1120663,로맨틱,스트리트,오렌지,블라우스,7부소매,우븐,체크,오프숄더,루즈,미니,블루,청바지,데님,노멀
1120673,로맨틱,스트리트,화이트,블라우스,긴팔,레이스,플로럴,스퀘어넥,루즈,발목,스카이블루,청바지,데님,노멀
1120784,로맨틱,페미닌,라벤더,탑,반팔,"우븐, 레이스",무지,스퀘어넥,루즈,,화이트,,,
1120820,로맨틱,스트리트,화이트,블라우스,7부소매,우븐,무지,,루즈,발목,스카이블루,청바지,데님,노멀
1120844,로맨틱,스트리트,화이트,블라우스,반팔,시폰,플로럴,오프숄더,노멀,미니,화이트,팬츠,우븐,노멀
1120864,로맨틱,스트리트,화이트,블라우스,반팔,시폰,플로럴,브이넥,루즈,,스카이블루,청바지,데님,
1120895,로맨틱,소피스트케이티드,화이트,블라우스,반팔,레이스,플로럴,라운드넥,노멀,,,팬츠,우븐,
1120929,로맨틱,소피스트케이티드,화이트,블라우스,반팔,레이스,무지,,루즈,니렝스,블랙,스커트,우븐,노멀
1120953,로맨틱,,실버,블라우스,반팔,우븐,체크,,루즈,미니,화이트,스커트,시폰,노멀
1120969,로맨틱,스트리트,핑크,블라우스,반팔,우븐,무지,스퀘어넥,루즈,,화이트,스커트,우븐,
1121020,로맨틱,스트리트,핑크,블라우스,7부소매,우븐,무지,유넥,루즈,발목,스카이블루,청바지,데님,노멀
1121039,로맨틱,스트리트,화이트,블라우스,반팔,시폰,무지,라운드넥,루즈,발목,,청바지,데님,스키니
1121063,로맨틱,소피스트케이티드,네온,블라우스,반팔,우븐,무지,브이넥,루즈,미니,화이트,스커트,우븐,스키니
1121141,로맨틱,,스카이블루,블라우스,긴팔,시폰,플로럴,오프숄더,루즈,,화이트,스커트,우븐,노멀
1121159,로맨틱,스트리트,블루,블라우스,반팔,우븐,체크,오프숄더,루즈,미니,화이트,팬츠,우븐,노멀
1121203,로맨틱,스트리트,화이트,블라우스,반팔,"실크, 레이스",무지,브이넥,루즈,발목,블루,청바지,데님,노멀
1121254,로맨틱,페미닌,화이트,블라우스,7부소매,우븐,무지,보트넥,루즈,,오렌지,스커트,우븐,
1121279,로맨틱,스트리트,옐로우,블라우스,반팔,우븐,무지,,루즈,,블루,,,
1121281,로맨틱,스트리트,화이트,블라우스,민소매,우븐,무지,,노멀,미니,블루,청바지,데님,노멀
1121777,로맨틱,,핑크,블라우스,긴팔,우븐,무지,브이넥,노멀,미니,핑크,스커트,우븐,와이드
1121942,로맨틱,스트리트,스카이블루,블라우스,긴팔,시폰,무지,브이넥,노멀,발목,스카이블루,청바지,데님,노멀
1122,로맨틱,,,티셔츠,,저지,무지,보트넥,타이트,니렝스,,스커트,우븐,노멀
1122130,로맨틱,스트리트,레드,블라우스,긴팔,우븐,체크,브이넥,노멀,발목,블루,청바지,데님,노멀
1122284,로맨틱,컨트리,옐로우,블라우스,긴팔,우븐,체크,,루즈,발목,블루,청바지,데님,노멀
1122445,로맨틱,,블랙,블라우스,긴팔,우븐,플로럴,,노멀,미니,화이트,스커트,우븐,스키니
1122591,로맨틱,,라벤더,블라우스,긴팔,시폰,플로럴,브이넥,노멀,,화이트,,,
1122667,로맨틱,모던,화이트,블라우스,긴팔,"레이스, 우븐",무지,라운드넥,루즈,미니,블랙,스커트,우븐,노멀
1122732,로맨틱,스트리트,베이지,블라우스,긴팔,시폰,플로럴,,루즈,발목,블루,청바지,데님,노멀
1122811,로맨틱,스트리트,화이트,블라우스,긴팔,시폰,무지,,노멀,발목,스카이블루,청바지,데님,벨보텀
1122995,로맨틱,스트리트,옐로우,블라우스,긴팔,우븐,무지,라운드넥,노멀,발목,블루,청바지,데님,노멀
1123,로맨틱,,,티셔츠,,저지,무지,보트넥,타이트,니렝스,,스커트,우븐,노멀
1123000,로맨틱,스트리트,옐로우,블라우스,긴팔,우븐,무지,라운드넥,노멀,발목,블루,청바지,데님,노멀
1123137,로맨틱,,오렌지,블라우스,긴팔,우븐,무지,,노멀,미니,화이트,스커트,우븐,노멀
1123154,로맨틱,스트리트,화이트,블라우스,긴팔,우븐,무지,브이넥,노멀,발목,블루,청바지,데님,스키니
1123271,로맨틱,,화이트,블라우스,긴팔,우븐,무지,보트넥,노멀,발목,,팬츠,우븐,노멀
1123333,로맨틱,클래식,핑크,블라우스,긴팔,시폰,무지,브이넥,노멀,발목,스카이블루,팬츠,데님,벨보텀
1123340,로맨틱,클래식,화이트,셔츠,긴팔,우븐,무지,브이넥,노멀,미니,베이지,스커트,"우븐, 레이스",노멀
1123361,로맨틱,스트리트,화이트,블라우스,긴팔,"시폰, 레이스",무지,브이넥,노멀,발목,스카이블루,청바지,데님,벨보텀
1123382,로맨틱,스트리트,네이비,셔츠,긴팔,우븐,체크,,노멀,발목,,팬츠,우븐,벨보텀
1123394,로맨틱,소피스트케이티드,화이트,블라우스,긴팔,시폰,무지,,노멀,발목,블랙,팬츠,우븐,와이드
1123410,로맨틱,스트리트,화이트,블라우스,긴팔,시폰,플로럴,라운드넥,노멀,발목,,청바지,데님,노멀
1123444,로맨틱,모던,핑크,블라우스,긴팔,시폰,무지,브이넥,노멀,발목,블루,청바지,데님,스키니
1123453,로맨틱,스트리트,핑크,블라우스,긴팔,"우븐, 레이스",무지,라운드넥,노멀,,블루,,,
1123471,로맨틱,,화이트,블라우스,긴팔,우븐,플로럴,터틀넥,노멀,,블루,,,
1123495,로맨틱,스트리트,레드,블라우스,긴팔,시폰,플로럴,라운드넥,노멀,발목,블루,청바지,데님,스키니
1123573,로맨틱,컨트리,레드,블라우스,긴팔,우븐,무지,라운드넥,노멀,미디,베이지,스커트,우븐,노멀
1123610,로맨틱,스트리트,카키,블라우스,긴팔,우븐,도트,브이넥,노멀,,스카이블루,,,
1123616,로맨틱,스트리트,스카이블루,블라우스,긴팔,우븐,무지,라운드넥,노멀,미니,화이트,스커트,우븐,노멀
1123647,로맨틱,레트로,레드,블라우스,긴팔,우븐,무지,브이넥,노멀,발목,블루,청바지,데님,스키니
1123662,로맨틱,스트리트,블랙,블라우스,긴팔,우븐,도트,스퀘어넥,노멀,미디,베이지,팬츠,우븐,노멀
1123822,로맨틱,페미닌,화이트,블라우스,긴팔,시폰,무지,라운드넥,노멀,니렝스,그레이,스커트,우븐,노멀
1123923,로맨틱,스트리트,블루,블라우스,긴팔,우븐,플로럴,라운드넥,루즈,,블루,,,
1123947,로맨틱,,핑크,블라우스,긴팔,시폰,플로럴,브이넥,노멀,미니,베이지,스커트,시폰,노멀
1124129,로맨틱,페미닌,화이트,블라우스,긴팔,시폰,플로럴,브이넥,루즈,미니,스카이블루,청바지,데님,노멀
1124234,로맨틱,,블랙,블라우스,긴팔,우븐,체크,스퀘어넥,노멀,미니,블랙,스커트,우븐,와이드
1124249,로맨틱,,화이트,탑,긴팔,우븐,무지,라운드넥,노멀,미니,스카이블루,스커트,레이스,노멀
1124292,로맨틱,히피,베이지,블라우스,긴팔,시폰,무지,브이넥,노멀,,블루,청바지,데님,
1124298,로맨틱,소피스트케이티드,화이트,블라우스,긴팔,실크,무지,,루즈,니렝스,블랙,스커트,우븐,노멀
1124364,로맨틱,,핑크,블라우스,반팔,우븐,무지,라운드넥,노멀,,스카이블루,,,
1124466,로맨틱,소피스트케이티드,화이트,블라우스,긴팔,시폰,플로럴,,노멀,발목,화이트,팬츠,우븐,노멀
1124517,로맨틱,클래식,베이지,블라우스,긴팔,우븐,체크,스퀘어넥,노멀,미니,베이지,스커트,우븐,노멀
1124554,로맨틱,스트리트,스카이블루,블라우스,긴팔,시폰,플로럴,,노멀,발목,화이트,팬츠,우븐,스키니
1124593,로맨틱,소피스트케이티드,핑크,블라우스,7부소매,우븐,무지,,루즈,발목,화이트,팬츠,우븐,노멀
1124760,로맨틱,스트리트,화이트,블라우스,7부소매,우븐,무지,라운드넥,루즈,발목,블루,청바지,데님,노멀
1124828,로맨틱,스트리트,블랙,블라우스,7부소매,우븐,플로럴,브이넥,루즈,발목,화이트,팬츠,우븐,스키니
1124896,로맨틱,컨트리,화이트,블라우스,반팔,우븐,체크,브이넥,노멀,미디,화이트,스커트,우븐,와이드
1125046,로맨틱,스트리트,베이지,블라우스,반팔,우븐,무지,,루즈,발목,화이트,팬츠,우븐,스키니
1125090,로맨틱,스트리트,화이트,블라우스,반팔,,무지,원숄더,노멀,미니,블루,스커트,데님,노멀
1125153,로맨틱,스트리트,민트,블라우스,반팔,우븐,무지,라운드넥,루즈,미디,화이트,스커트,우븐,루즈
1125307,로맨틱,스트리트,블랙,블라우스,반팔,우븐,도트,브이넥,노멀,발목,스카이블루,청바지,데님,노멀
1125439,로맨틱,컨트리,블랙,블라우스,반팔,우븐,깅엄,,노멀,,화이트,,,
1125487,로맨틱,,스카이블루,블라우스,반팔,우븐,무지,,노멀,,화이트,,,
